# %ECSV 0.9
# ---
# datatype:
# - {name: nspectra, datatype: float64}
# - {name: t_mjd, datatype: float64}
# - {name: numoutliers, datatype: float64}
# - {name: skymedian, datatype: float64}
# - {name: shift, datatype: float64}
# - {name: '# nans', datatype: float64}
# schema: astropy-2.0
nspectra t_mjd numoutliers skymedian shift "# nans"
416.0 59269.033866715006 29.0 35.42018127441406 0.0 0.0
417.0 59269.035163010005 29.0 34.87050247192383 0.0 0.0
418.0 59269.036459309995 26.0 35.27018737792969 0.0 0.0
419.0 59269.03775560499 27.0 35.0982780456543 0.0 0.0
420.0 59269.0390519 26.0 34.473079681396484 0.0 0.0
421.0 59269.040348195005 29.0 34.30430603027344 0.0 0.0
422.0 59269.041644494995 25.0 32.44219207763672 0.0 0.0
423.0 59269.04294079 28.0 31.83211898803711 0.0 0.0
424.0 59269.04423708501 29.0 31.017478942871094 0.0 0.0
425.0 59269.045533380006 27.0 30.94297218322754 0.0 0.0
426.0 59269.046829679995 30.0 29.96741485595703 0.0 0.0
427.0 59269.048125789996 28.0 29.410375595092773 0.0 0.0
428.0 59269.049422085 28.0 28.360340118408203 0.0 0.0
429.0 59269.050718385 28.0 28.426008224487305 0.0 0.0
430.0 59269.05201468 30.0 27.247758865356445 0.0 0.0
431.0 59269.053310974996 29.0 27.90142059326172 0.0 0.0
432.0 59269.054607269994 27.0 27.365951538085938 0.0 0.0
433.0 59269.055903565 32.0 27.216157913208008 0.0 0.0
434.0 59269.057199865 27.0 27.690349578857422 0.0 0.0
435.0 59269.058496159996 26.0 27.203506469726562 0.0 0.0
436.0 59269.059792455 24.0 27.194509506225586 0.0 0.0
437.0 59269.061088755 27.0 27.490123748779297 0.0 0.0
438.0 59269.06238505 30.0 27.140756607055664 0.0 0.0
439.0 59269.063681345 30.0 26.995983123779297 0.0 0.0
440.0 59269.097373565004 26.0 40.242156982421875 0.0 0.0
441.0 59269.098669865 33.0 38.693641662597656 0.0 0.0
442.0 59269.09996616 30.0 35.97648620605469 0.0 0.0
443.0 59269.101262455 27.0 35.04274368286133 0.0 0.0
444.0 59269.102558754996 27.0 34.12742614746094 0.0 0.0
445.0 59269.103855049994 30.0 32.238067626953125 0.0 0.0
446.0 59269.105151345 27.0 32.222511291503906 0.0 0.0
447.0 59269.10644764 29.0 32.774559020996094 0.0 0.0
448.0 59269.107743935 27.0 32.53778076171875 0.0 0.0
449.0 59269.109040235 28.0 31.870601654052734 0.0 0.0
450.0 59269.11033653 30.0 31.507793426513672 0.0 0.0
451.0 59269.111632825 38.0 30.868759155273438 0.0 0.0
452.0 59269.112929124996 25.0 30.396682739257812 0.0 0.0
453.0 59269.114225419995 32.0 29.662799835205078 0.0 0.0
454.0 59269.115521715 31.0 29.094104766845703 0.0 0.0
455.0 59269.11681801 29.0 28.23929214477539 0.0 0.0
456.0 59269.11811431 29.0 27.636598587036133 0.0 0.0
457.0 59269.119410605 33.0 27.44237518310547 0.0 0.0
458.0 59269.1207069 27.0 27.457101821899414 0.0 0.0
459.0 59269.122003195 29.0 28.000062942504883 0.0 0.0
460.0 59269.123299495 29.0 27.295852661132812 0.0 0.0
461.0 59269.124595789996 28.0 26.970504760742188 0.0 0.0
462.0 59269.125892085 28.0 27.434669494628906 0.0 0.0
463.0 59269.127188385 27.0 27.427772521972656 0.0 0.0
464.0 59269.12848468 27.0 27.032730102539062 0.0 0.0
465.0 59269.129780974996 30.0 26.867414474487305 0.0 0.0
466.0 59269.163473010005 27.0 37.959468841552734 0.0 0.0
467.0 59269.164769309995 25.0 37.64613723754883 0.0 0.0
468.0 59269.16606560499 26.0 36.941436767578125 0.0 0.0
469.0 59269.1673619 30.0 35.98683166503906 0.0 0.0
470.0 59269.168658195005 31.0 35.5616455078125 0.0 0.0
471.0 59269.169954494995 28.0 33.5045051574707 0.0 0.0
472.0 59269.17125079 29.0 32.51552200317383 0.0 0.0
473.0 59269.17254708501 30.0 31.904598236083984 0.0 0.0
474.0 59269.173843380006 23.0 31.283586502075195 0.0 0.0
475.0 59269.175139679995 25.0 31.248748779296875 0.0 0.0
476.0 59269.176435974994 30.0 31.458553314208984 0.0 0.0
477.0 59269.17773227 29.0 30.51238441467285 0.0 0.0
478.0 59269.17902857 26.0 30.11260223388672 0.0 0.0
479.0 59269.180324864996 31.0 29.699552536010742 0.0 0.0
480.0 59269.181621159994 26.0 28.88677215576172 0.0 0.0
481.0 59269.18291745499 29.0 28.259397506713867 0.0 0.0
482.0 59269.18421375 26.0 27.324981689453125 0.0 0.0
483.0 59269.185510049996 29.0 27.368148803710938 0.0 0.0
484.0 59269.186806344995 24.0 27.68692398071289 0.0 0.0
485.0 59269.18810264 31.0 27.842945098876953 0.0 0.0
486.0 59269.18939894 30.0 27.400978088378906 0.0 0.0
487.0 59269.190695235 25.0 27.49300765991211 0.0 0.0
488.0 59269.191991529995 27.0 27.132078170776367 0.0 0.0
489.0 59269.19328782499 40.0 27.27497100830078 0.0 0.0
490.0 59269.194584125 30.0 27.14266586303711 0.0 0.0
491.0 59269.19588042 30.0 27.10262680053711 0.0 0.0
492.0 59269.229584125 26.0 36.82868957519531 0.0 0.0
493.0 59269.23088042 24.0 35.20741653442383 0.0 0.0
494.0 59269.232176715 28.0 34.01451873779297 0.0 0.0
495.0 59269.23347301 32.0 34.02387237548828 0.0 0.0
496.0 59269.23476931 29.0 33.73858642578125 0.0 0.0
497.0 59269.236065605 30.0 33.394859313964844 0.0 0.0
498.0 59269.2373619 30.0 33.48127365112305 0.0 0.0
499.0 59269.238658195 31.0 32.97882080078125 0.0 0.0
500.0 59269.239954495 32.0 32.11103820800781 0.0 0.0
501.0 59269.24125079 26.0 31.326208114624023 0.0 0.0
502.0 59269.242547085 26.0 31.176504135131836 0.0 0.0
503.0 59269.24384338 28.0 30.405471801757812 0.0 0.0
504.0 59269.24513968 46.0 29.07805061340332 0.0 0.0
505.0 59269.246435975 28.0 28.97431182861328 0.0 0.0
506.0 59269.24773227 31.0 28.406055450439453 0.0 0.0
507.0 59269.249028570004 29.0 27.98105239868164 0.0 0.0
508.0 59269.250324865 29.0 27.586814880371094 0.0 0.0
509.0 59269.25162116 29.0 27.703792572021484 0.0 0.0
510.0 59269.252917455 27.0 27.47260284423828 0.0 0.0
511.0 59269.25421375 26.0 27.368457794189453 0.0 0.0
512.0 59269.25551005 23.0 27.491552352905273 0.0 0.0
513.0 59269.256806345 35.0 28.08144760131836 0.0 0.0
514.0 59269.25810264 25.0 27.503084182739258 0.0 0.0
515.0 59269.259398940005 31.0 27.882383346557617 0.0 0.0
516.0 59269.260695235 30.0 27.083629608154297 0.0 0.0
517.0 59269.26199153 29.0 27.095844268798828 0.0 0.0
